Goal_l,IF_thresh_l,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
1.01,0.0,0.9928333579048254,0.8823198130379609,0.36189754972253513,253.6023426072632,158.66499272970182,-0.48
1.01,0.0,0.9931556949441318,0.8881868373990275,0.3617377653012808,252.35914982373563,158.70999730698932,-0.47
1.01,0.0,0.9934765462601218,0.8939515925213826,0.36156532205135467,251.1709133405623,158.7547216483467,-0.46
1.01,0.0,0.993796292520394,0.8996918096742013,0.36139019284557466,250.07819742732678,158.79925420917533,-0.45
1.01,0.0,0.9941154884036566,0.9054284217076648,0.36121010612499,249.1359525630604,158.84370753245136,-0.44
1.01,0.0,0.9944347832029671,0.9111614905007304,0.36102765792867547,248.3991325163131,158.8882248116975,-0.43
1.01,0.0,0.9947549301170278,0.91689098692076,0.360846180216005,247.90454865007453,158.93298393317932,-0.42
1.01,0.0,0.9950769044528542,0.9226170009709967,0.36066582809127734,247.65393935978713,158.97819903273864,-0.41
1.01,0.0,0.9954037989228665,0.9283396424673215,0.3604862081381312,247.60897015489746,159.02408955669262,-0.4
1.01,0.0,0.9957507140873781,0.9340590435628326,0.3603056793740927,247.7047347293543,159.07074603763814,-0.39
1.01,0.0,0.996104300790494,0.93977536160758,0.36012512918742495,247.87555160376445,159.1188065035538,-0.38
1.01,0.0,0.9964663293766745,0.9454887824782385,0.3599423886566154,248.0696206392981,159.1686488858248,-0.37
1.01,0.0,0.9968387809240291,0.9511995245514206,0.35975689464694255,248.2552635600523,159.22069910130762,-0.36
1.01,0.0,0.9972219685133077,0.9569078435275624,0.3595693225362564,248.4174726378357,159.27542596739823,-0.35
