MagCAPShock,FixedPropRates,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.76,0.02,50.92861737220489,0.9986003406314684,0.9711033327266476,156.67071136672294,271.1248331561697,-0.76
-0.75,0.02,50.9456588789833,0.998934487823202,0.9768901659073207,156.7571728115957,269.8374947156323,-0.75
-0.74,0.02,50.962685176024365,0.9992683367847914,0.9826769990879943,156.84374385145816,268.2086464190138,-0.74
-0.73,0.02,50.9796955242296,0.9996018730241097,0.9884638322686674,156.9304189300161,266.0780198815247,-0.73
-0.72,0.02,50.99425066544934,0.9998872679499872,0.9942506654493406,157.01719977608641,263.3229434311065,-0.72
-0.71,0.02,51.0,1.0,1.0,157.09577981539158,260.00801363243767,-0.71
-0.7,0.02,51.0,1.0,1.0,157.18281793118064,256.546873323074,-0.7
-0.69,0.02,51.0,1.0,1.0,157.27000575570796,253.64893176979646,-0.69
-0.68,0.02,51.0,1.0,1.0,157.35734351249053,251.807188661328,-0.68
-0.67,0.02,51.0,1.0,1.0,157.44480910200622,250.90872597172304,-0.67
-0.66,0.02,51.0,1.0,1.0,157.5323876394251,250.5489432880082,-0.66
-0.65,0.02,51.0,1.0,1.0,157.62003426694844,250.43826859211117,-0.65
-0.64,0.02,51.0,1.0,1.0,157.69933667534684,250.44697878092876,-0.64
-0.63,0.02,51.0,1.0,1.0,157.78723477528627,250.5133021330751,-0.63
-0.62,0.02,51.0,1.0,1.0,157.87524899059247,250.60714909712607,-0.62
-0.61,0.02,51.0,1.0,1.0,157.9633788155369,250.71177593692573,-0.61
-0.6,0.02,51.0,1.0,1.0,158.0516242021337,250.81694247900566,-0.6
-0.59,0.02,51.0,1.0,1.0,158.13998551230296,250.9162967968838,-0.59
-0.58,0.02,51.0,1.0,1.0,158.2283998073247,251.0061666845181,-0.58
-0.57,0.02,51.0,1.0,1.0,158.3088384219583,251.08480379399677,-0.57
-0.56,0.02,51.0,1.0,1.0,158.3975115571826,251.1518044116003,-0.56
-0.55,0.02,51.0,1.0,1.0,158.48630819538147,251.20764496802173,-0.55
-0.54,0.02,51.0,1.0,1.0,158.5752300704683,251.25332136726237,-0.54
-0.53,0.02,51.0,1.0,1.0,158.66427920246088,251.29008419274456,-0.53
-0.52,0.02,51.0,1.0,1.0,158.7534579056446,251.3192563498494,-0.52
-0.51,0.02,51.0,1.0,1.0,158.84276879318438,251.34211646054993,-0.51
-0.5,0.02,51.0,1.0,1.0,158.92592191866405,251.35983142016238,-0.5
-0.49,0.02,51.0,1.0,1.0,159.0154121056732,251.37342367260285,-0.49
-0.48,0.02,51.0,1.0,1.0,159.10502564196182,251.38376166127625,-0.48
-0.47,0.02,51.0,1.0,1.0,159.19476029660453,251.391564771206,-0.47
-0.46,0.02,51.0,1.0,1.0,159.28461343529221,251.39741652679865,-0.46
-0.45,0.02,51.0,1.0,1.0,159.3745821938963,251.40178175278777,-0.45
